ArraySize,SelectionSort,MergeSort
10,0.001084
20,0.002666
30,0.004875
40,0.008334
50,0.011875
60,0.016459
70,0.021458
80,0.027
90,0.034292
100,0.0405
110,0.048375
120,0.056958
130,0.066708
140,0.0765
150,0.087292
160,0.098083
170,0.110375
180,0.123625
190,0.120791
200,0.131834
210,0.145625
220,0.159625
230,0.182417
240,0.215708
250,0.204917
260,0.220666
270,0.239958
280,0.253
290,0.323792
300,0.331292
310,0.371041
320,0.321416
330,0.324375
340,0.334542
350,0.3445
360,0.356084
370,0.204416
380,0.198792
390,0.2025
400,0.208833
410,0.215458
420,0.218292
430,0.224875
440,0.228875
450,0.219709
460,0.426958
470,0.233458
480,0.236417
490,0.24025
500,0.2485
510,0.306125
520,0.256167
530,0.260125
540,0.266917
550,0.272125
560,0.277375
570,0.283834
580,0.286791
590,0.293375
600,0.298542
610,0.386709
620,0.311834
630,0.298792
640,0.304958
650,0.310958
660,0.315125
670,0.321875
680,0.331625
690,0.336459
700,0.340458
710,0.36875
720,0.35225
730,0.612042
740,0.458041
750,0.366167
760,0.355875
770,0.357541
780,0.365416
790,0.370625
800,0.372417
810,0.376709
820,0.382
830,0.385583
840,0.39425
850,0.398375
860,0.435042
870,0.403625
880,0.395291
890,0.396041
900,0.402416
910,0.405166
920,0.409708
930,0.415208
940,0.420458
950,0.425708
960,0.42525
970,0.431833
980,0.469708
990,0.437584
1000,0.430125
1010,0.443125
1020,0.446208
1030,0.9025
1040,0.507667
1050,0.461625
1060,0.451625
1070,0.452333
1080,0.461125
1090,0.463917
1100,0.470125
1110,0.475166
1120,0.482458
1130,0.4845
1140,0.578459
1150,0.493125
1160,0.507209
1170,0.503125
1180,0.508542
1190,0.51875
1200,0.515958
1210,0.52675
1220,0.538084
1230,0.602958
1240,0.539
1250,0.542833
1260,0.54975
1270,0.551167
1280,0.557916
1290,1.28567
1300,0.620083
1310,0.577458
1320,0.567416
1330,0.642166
1340,0.577292
1350,0.596625
1360,0.597125
1370,0.604541
1380,0.605917
1390,0.766209
1400,0.606667
1410,0.614
1420,0.615208
1430,0.619792
1440,0.624292
1450,0.628417
1460,0.635375
1470,0.637875
1480,0.641375
1490,0.6445
1500,0.722875
1510,0.877125
1520,0.653292
1530,0.657083
1540,0.672916
1550,0.670083
1560,0.673584
1570,0.680041
1580,0.685083
1590,0.723
1600,0.887792
1610,0.710917
1620,0.947709
1630,0.877041
1640,0.725333
1650,0.731333
1660,0.780334
1670,0.725375
1680,0.726167
1690,0.7305
1700,0.926708
1710,0.790917
1720,0.756583
1730,0.791125
1740,0.750584
1750,0.754667
1760,0.757334
1770,0.77075
1780,0.78725
1790,0.820292
1800,0.795667
1810,0.798584
1820,0.800917
1830,0.8085
1840,0.80725
1850,0.920167
1860,0.819833
1870,1.13029
1880,0.85675
1890,0.821625
1900,0.825375
1910,0.876167
1920,0.832375
1930,0.846833
1940,0.853083
1950,0.853709
1960,0.930375
1970,0.86275
1980,0.869375
1990,0.871666
2000,0.876542
2010,0.880417
2020,0.910375
2030,0.886292
2040,1.27429
2050,0.914917
2060,0.900292
2070,0.920708
2080,0.950416
2090,0.9365
2100,1.35092
2110,0.937917
2120,0.930625
